"Step","Conv-Plain-56Layers - gradients/layer3.0.conv1.weight"
"1519","{""values"":[1,0,0,0,0,2,0,2,0,1,0,2,1,0,3,7,5,17,15,23,39,53,57,101,146,194,283,345,505,615,919,1180,1342,1624,1801,1782,1622,1345,1107,842,651,508,355,242,192,129,89,75,58,46,34,18,21,12,5,6,2,2,3,1,0,1,0,1],""_type"":""histogram"",""bins"":[-0.008324487134814262,-0.008085832181677688,-0.007847177228541113,-0.007608522275404539,-0.0073698673222679645,-0.00713121236913139,-0.0068925574159948155,-0.006653902462858241,-0.006415247509721667,-0.006176592556585092,-0.005937937603448518,-0.005699282650311943,-0.005460627697175369,-0.005221972744038794,-0.00498331779090222,-0.004744662837765645,-0.004506007884629071,-0.004267352931492496,-0.004028697978355922,-0.0037900430252193473,-0.003551388072082773,-0.0033127331189461984,-0.003074078165809624,-0.0028354232126730494,-0.002596768259536475,-0.0023581133063999005,-0.002119458353263326,-0.0018808034001267515,-0.001642148446990177,-0.0014034934938536026,-0.001164838540717028,-0.0009261835875804536,-0.0006875286344438791,-0.00044887368130730465,-0.00021021872817073017,0.000028436224965844303,0.0002670911781024188,0.0005057461312389933,0.0007444010843755677,0.0009830560375121422,0.0012217109906487167,0.0014603659437852912,0.0016990208969218656,0.0019376758500584401,0.0021763308031950146,0.002414985756331589,0.0026536407094681635,0.002892295662604738,0.0031309506157413125,0.003369605568877887,0.0036082605220144615,0.003846915475151036,0.00408557042828761,0.004324225381424185,0.004562880334560759,0.004801535287697334,0.005040190240833908,0.005278845193970483,0.005517500147107057,0.005756155100243632,0.005994810053380206,0.006233465006516781,0.006472119959653355,0.00671077491278993,0.006949429865926504]}"
"1528","{""_type"":""histogram"",""values"":[1,0,0,3,0,1,1,5,4,8,8,17,21,33,30,41,45,61,84,127,160,193,314,386,503,708,907,1046,1343,1621,1788,1724,1506,1325,1042,878,659,444,355,259,198,135,135,71,54,55,40,28,21,12,13,3,5,2,2,3,2,1,0,0,0,0,0,1],""bins"":[-0.008019538596272469,-0.0077575139730470255,-0.0074954893498215824,-0.007233464726596139,-0.006971440103370696,-0.006709415480145253,-0.00644739085691981,-0.006185366233694367,-0.005923341610468924,-0.005661316987243481,-0.005399292364018038,-0.005137267740792595,-0.004875243117567152,-0.004613218494341709,-0.004351193871116266,-0.004089169247890823,-0.0038271446246653795,-0.0035651200014399365,-0.0033030953782144934,-0.0030410707549890503,-0.0027790461317636073,-0.002517021508538164,-0.002254996885312721,-0.001992972262087278,-0.001730947638861835,-0.001468923015636392,-0.0012068983924109489,-0.0009448737691855058,-0.0006828491459600627,-0.0004208245227346197,-0.0001587998995091766,0.00010322472371626645,0.0003652493469417095,0.0006272739701671526,0.0008892985933925956,0.0011513232166180387,0.0014133478398434818,0.0016753724630689248,0.001937397086294368,0.002199421709519811,0.002461446332745254,0.002723470955970697,0.00298549557919614,0.0032475202024215832,0.0035095448256470263,0.0037715694488724694,0.004033594072097912,0.0042956186953233555,0.0045576433185487986,0.004819667941774242,0.005081692564999685,0.005343717188225128,0.005605741811450571,0.005867766434676014,0.006129791057901457,0.0063918156811269,0.006653840304352343,0.006915864927577786,0.007177889550803229,0.007439914174028672,0.007701938797254115,0.007963963420479558,0.008225988043705001,0.008488012666930445,0.008750037290155888]}"
"1537","{""_type"":""histogram"",""values"":[1,0,0,0,1,1,0,2,1,1,0,2,4,3,7,5,11,20,28,35,48,63,99,113,143,246,310,498,680,897,1163,1408,1632,1858,1802,1580,1346,1152,896,715,472,336,244,173,112,89,48,58,40,21,13,5,13,10,5,9,4,5,1,2,0,0,0,1],""bins"":[-0.008699623867869377,-0.008441943311481737,-0.008184262755094096,-0.007926582198706456,-0.007668901642318815,-0.0074112210859311745,-0.007153540529543534,-0.006895859973155893,-0.006638179416768253,-0.006380498860380612,-0.006122818303992972,-0.005865137747605331,-0.005607457191217691,-0.00534977663483005,-0.00509209607844241,-0.004834415522054769,-0.0045767349656671286,-0.004319054409279488,-0.0040613738528918475,-0.003803693296504207,-0.0035460127401165664,-0.003288332183728926,-0.0030306516273412853,-0.002772971070953645,-0.0025152905145660043,-0.0022576099581783637,-0.001999929401790723,-0.0017422488454030827,-0.0014845682890154421,-0.0012268877326278016,-0.0009692071762401611,-0.0007115266198525205,-0.00045384606346488,-0.00019616550707723945,0.00006151504931040108,0.0003191956056980416,0.0005768761620856822,0.0008345567184733227,0.0010922372748609632,0.0013499178312486038,0.0016075983876362443,0.0018652789440238848,0.0021229595004115254,0.002380640056799166,0.0026383206131868064,0.002896001169574447,0.0031536817259620875,0.003411362282349728,0.0036690428387373686,0.003926723395125009,0.00418440395151265,0.00444208450790029,0.004699765064287931,0.004957445620675571,0.005215126177063212,0.005472806733450852,0.005730487289838493,0.005988167846226133,0.006245848402613774,0.0065035289590014145,0.006761209515389055,0.0070188900717766955,0.007276570628164336,0.007534251184551977,0.007791931740939617]}"
"1546","{""values"":[2,3,0,3,3,5,11,6,16,18,18,21,29,50,60,79,140,148,210,291,383,482,630,839,1080,1251,1430,1530,1585,1512,1343,1164,965,764,563,437,321,232,187,137,125,82,69,50,42,32,15,16,17,6,5,5,4,4,6,2,0,1,1,0,0,1,0,1],""_type"":""histogram"",""bins"":[-0.005409165285527706,-0.005218780454015359,-0.005028395622503012,-0.0048380107909906656,-0.004647625959478319,-0.004457241127965972,-0.004266856296453625,-0.004076471464941278,-0.0038860866334289312,-0.0036957018019165844,-0.0035053169704042375,-0.0033149321388918906,-0.0031245473073795438,-0.002934162475867197,-0.00274377764435485,-0.002553392812842503,-0.0023630079813301563,-0.0021726231498178095,-0.0019822383183054626,-0.0017918534867931157,-0.0016014686552807689,-0.001411083823768422,-0.0012206989922560751,-0.0010303141607437283,-0.0008399293292313814,-0.0006495444977190346,-0.0004591596662066877,-0.0002687748346943408,-0.00007839000318199396,0.0001119948283303529,0.00030237965984269977,0.0004927644913550466,0.0006831493228673935,0.0008735341543797404,0.0010639189858920872,0.001254303817404434,0.001444688648916781,0.0016350734804291278,0.0018254583119414747,0.0020158431434538215,0.0022062279749661684,0.0023966128064785153,0.002586997637990862,0.002777382469503209,0.002967767301015556,0.0031581521325279027,0.0033485369640402496,0.0035389217955525964,0.0037293066270649433,0.00391969145857729,0.004110076290089637,0.004300461121601984,0.004490845953114331,0.004681230784626678,0.0048716156161390245,0.005062000447651371,0.005252385279163718,0.005442770110676065,0.005633154942188412,0.005823539773700759,0.006013924605213106,0.0062043094367254525,0.006394694268237799,0.006585079099750146,0.006775463931262493]}"
"1556","{""values"":[1,0,1,0,2,4,5,0,4,5,6,7,9,9,24,30,32,38,54,74,111,159,196,237,322,405,529,667,859,1073,1282,1546,1652,1601,1467,1253,1121,851,660,501,388,305,226,156,153,98,79,50,41,34,28,28,18,10,6,7,3,1,1,0,1,1,0,1],""_type"":""histogram"",""bins"":[-0.006994378287345171,-0.006783307318983134,-0.006572236350621097,-0.00636116538225906,-0.006150094413897023,-0.0059390234455349855,-0.005727952477172948,-0.005516881508810911,-0.005305810540448874,-0.005094739572086837,-0.0048836686037248,-0.004672597635362763,-0.004461526667000726,-0.004250455698638689,-0.004039384730276652,-0.0038283137619146146,-0.0036172427935525775,-0.0034061718251905404,-0.0031951008568285033,-0.0029840298884664662,-0.002772958920104429,-0.002561887951742392,-0.002350816983380355,-0.002139746015018318,-0.0019286750466562808,-0.0017176040782942437,-0.0015065331099322066,-0.0012954621415701695,-0.0010843911732081324,-0.0008733202048460953,-0.0006622492364840582,-0.0004511782681220211,-0.00024010729975998402,-0.000029036331397946924,0.00018203463696409017,0.00039310560532612726,0.0006041765736881644,0.0008152475420502014,0.0010263185104122385,0.0012373894787742756,0.0014484604471363127,0.0016595314154983498,0.001870602383860387,0.002081673352222424,0.002292744320584461,0.002503815288946498,0.0027148862573085353,0.0029259572256705724,0.0031370281940326095,0.0033480991623946466,0.0035591701307566836,0.0037702410991187207,0.003981312067480758,0.004192383035842795,0.004403454004204832,0.004614524972566869,0.004825595940928906,0.005036666909290943,0.00524773787765298,0.0054588088460150175,0.005669879814377055,0.005880950782739092,0.006092021751101129,0.006303092719463166,0.006514163687825203]}"
"1566","{""values"":[1,1,1,0,0,2,2,4,6,3,7,10,6,22,26,31,35,44,67,86,129,157,211,277,354,500,685,834,1088,1286,1430,1531,1663,1488,1374,1190,903,767,570,412,347,248,170,134,103,55,44,25,29,11,19,16,8,7,6,2,2,1,0,1,0,0,0,1],""_type"":""histogram"",""bins"":[-0.007016024552285671,-0.006798324116971344,-0.006580623681657016,-0.006362923246342689,-0.006145222811028361,-0.005927522375714034,-0.005709821940399706,-0.005492121505085379,-0.005274421069771051,-0.005056720634456724,-0.0048390201991423965,-0.004621319763828069,-0.0044036193285137415,-0.004185918893199414,-0.0039682184578850865,-0.003750518022570759,-0.0035328175872564316,-0.003315117151942104,-0.0030974167166277766,-0.002879716281313449,-0.0026620158459991217,-0.002444315410684794,-0.0022266149753704667,-0.0020089145400561392,-0.0017912141047418118,-0.0015735136694274843,-0.0013558132341131568,-0.0011381127987988293,-0.0009204123634845018,-0.0007027119281701744,-0.0004850114928558469,-0.0002673110575415194,-0.000049610622227191925,0.00016808981308713555,0.00038579024840146303,0.0006034906837157905,0.000821191119030118,0.0010388915543444455,0.001256591989658773,0.0014742924249731004,0.001691992860287428,0.0019096932956017554,0.002127393730916083,0.0023450941662304103,0.002562794601544738,0.0027804950368590653,0.0029981954721733928,0.0032158959074877203,0.0034335963428020477,0.003651296778116375,0.0038689972134307027,0.00408669764874503,0.004304398084059358,0.004522098519373685,0.004739798954688013,0.00495749939000234,0.0051751998253166676,0.005392900260630995,0.0056106006959453225,0.00582830113125965,0.0060460015665739775,0.006263702001888305,0.006481402437202632,0.00669910287251696,0.006916803307831287]}"
"1575","{""_type"":""histogram"",""values"":[4,1,1,1,2,3,3,4,5,12,12,12,16,23,29,37,45,64,77,116,174,183,244,323,414,518,668,827,991,1146,1370,1473,1470,1510,1378,1119,972,710,563,480,362,241,229,153,123,89,63,34,31,25,24,13,7,8,5,9,4,4,2,2,1,1,1,1],""bins"":[-0.005767985712736845,-0.005589029562543146,-0.005410073412349448,-0.005231117262155749,-0.00505216111196205,-0.0048732049617683515,-0.004694248811574653,-0.004515292661380954,-0.004336336511187255,-0.004157380360993557,-0.003978424210799858,-0.0037994680606061593,-0.0036205119104124606,-0.003441555760218762,-0.003262599610025063,-0.0030836434598313645,-0.0029046873096376657,-0.002725731159443967,-0.0025467750092502683,-0.0023678188590565696,-0.002188862708862871,-0.0020099065586691722,-0.0018309504084754735,-0.0016519942582817748,-0.0014730381080880761,-0.0012940819578943774,-0.0011151258077006787,-0.00093616965750698,-0.0007572135073132813,-0.0005782573571195826,-0.0003993012069258839,-0.00022034505673218518,-0.00004138890653848648,0.00013756724365521222,0.00031652339384891093,0.0004954795440426096,0.0006744356942363083,0.000853391844430007,0.0010323479946237057,0.0012113041448174044,0.0013902602950111032,0.0015692164452048019,0.0017481725953985006,0.0019271287455921993,0.002106084895785898,0.0022850410459795967,0.0024639971961732954,0.002642953346366994,0.002821909496560693,0.0030008656467543915,0.00317982179694809,0.003358777947141789,0.0035377340973354876,0.0037166902475291863,0.003895646397722885,0.004074602547916584,0.004253558698110282,0.004432514848303981,0.00461147099849768,0.0047904271486913785,0.004969383298885077,0.005148339449078776,0.005327295599272475,0.005506251749466173,0.005685207899659872]}"
"1585","{""_type"":""histogram"",""values"":[2,3,4,2,3,1,7,9,8,9,25,23,41,57,71,106,143,181,290,358,516,680,873,1127,1340,1507,1669,1670,1650,1422,1147,856,656,507,359,315,207,157,126,72,63,58,20,19,21,9,12,7,4,6,2,4,2,0,1,1,1,0,1,0,1,0,0,1],""bins"":[-0.005408432800322771,-0.00520809598674532,-0.0050077591731678694,-0.004807422359590419,-0.004607085546012968,-0.004406748732435517,-0.004206411918858066,-0.004006075105280615,-0.0038057382917031646,-0.0036054014781257138,-0.003405064664548263,-0.003204727850970812,-0.0030043910373933613,-0.0028040542238159105,-0.0026037174102384597,-0.002403380596661009,-0.002203043783083558,-0.0020027069695061073,-0.0018023701559286565,-0.0016020333423512056,-0.0014016965287737548,-0.001201359715196304,-0.0010010229016188532,-0.0008006860880414024,-0.0006003492744639516,-0.0004000124608865008,-0.00019967564730904996,6.611662684008479e-7,0.00020099797984585166,0.00040133479342330247,0.0006016716070007533,0.0008020084205782041,0.001002345234155655,0.0012026820477331057,0.0014030188613105565,0.0016033556748880073,0.0018036924884654582,0.002004029302042909,0.0022043661156203598,0.0024047029291978106,0.0026050397427752614,0.002805376556352712,0.003005713369930163,0.003206050183507614,0.0034063869970850646,0.0036067238106625155,0.0038070606242399663,0.004007397437817417,0.004207734251394868,0.004408071064972319,0.0046084078785497695,0.00480874469212722,0.005009081505704671,0.005209418319282122,0.005409755132859573,0.005610091946437024,0.005810428760014474,0.006010765573591925,0.006211102387169376,0.006411439200746827,0.006611776014324278,0.0068121128279017285,0.007012449641479179,0.00721278645505663,0.007413123268634081]}"
"1594","{""_type"":""histogram"",""values"":[1,0,1,0,0,0,1,2,1,1,3,4,9,10,20,17,35,42,61,80,97,185,240,372,531,674,1055,1366,1712,1982,2070,1883,1503,1200,907,663,493,333,255,183,130,87,57,42,45,20,9,14,9,2,9,5,3,0,0,2,3,0,1,0,0,1,0,1],""bins"":[-0.005610761698335409,-0.005424573661002796,-0.005238385623670183,-0.00505219758633757,-0.004866009549004957,-0.004679821511672344,-0.004493633474339731,-0.004307445437007118,-0.004121257399674505,-0.003935069362341892,-0.003748881325009279,-0.003562693287676666,-0.003376505250344053,-0.00319031721301144,-0.003004129175678827,-0.002817941138346214,-0.002631753101013601,-0.002445565063680988,-0.002259377026348375,-0.0020731889890157618,-0.0018870009516831487,-0.0017008129143505357,-0.0015146248770179227,-0.0013284368396853097,-0.0011422488023526967,-0.0009560607650200836,-0.0007698727276874706,-0.0005836846903548576,-0.00039749665302224457,-0.00021130861568963155,-0.00002512057835701853,0.0001610674589755945,0.0003472554963082075,0.0005334435336408205,0.0007196315709734336,0.0009058196083060466,0.0010920076456386596,0.0012781956829712726,0.0014643837203038856,0.0016505717576364987,0.0018367597949691117,0.0020229478323017247,0.0022091358696343377,0.0023953239069669507,0.0025815119442995638,0.002767699981632177,0.00295388801896479,0.003140076056297403,0.003326264093630016,0.003512452130962629,0.003698640168295242,0.003884828205627855,0.004071016242960468,0.004257204280293081,0.004443392317625694,0.004629580354958307,0.00481576839229092,0.005001956429623533,0.005188144466956146,0.005374332504288759,0.005560520541621372,0.005746708578953985,0.005932896616286598,0.006119084653619211,0.006305272690951824]}"
"1603","{""_type"":""histogram"",""values"":[2,4,8,1,4,6,12,17,28,26,56,66,92,110,163,212,290,356,483,690,791,1054,1222,1388,1614,1618,1587,1315,1176,943,712,563,451,337,236,200,149,114,73,53,59,30,28,27,10,3,10,9,2,5,5,5,3,4,0,2,0,2,2,1,0,0,1,2],""bins"":[-0.004589992109686136,-0.004408963744936045,-0.004227935380185954,-0.004046907015435863,-0.0038658786506857723,-0.0036848502859356813,-0.0035038219211855903,-0.0033227935564354993,-0.0031417651916854084,-0.0029607368269353174,-0.0027797084621852264,-0.0025986800974351354,-0.0024176517326850444,-0.0022366233679349534,-0.0020555950031848624,-0.0018745666384347714,-0.0016935382736846805,-0.0015125099089345895,-0.0013314815441844985,-0.0011504531794344075,-0.0009694248146843165,-0.0007883964499342255,-0.0006073680851841345,-0.00042633972043404356,-0.00024531135568395257,-0.00006428299093386158,0.0001167453738162294,0.0002977737385663204,0.0004788021033164114,0.0006598304680665024,0.0008408588328165933,0.0010218871975666843,0.0012029155623167753,0.0013839439270668663,0.0015649722918169573,0.0017460006565670483,0.0019270290213171393,0.0021080573860672303,0.0022890857508173212,0.0024701141155674122,0.002651142480317503,0.002832170845067594,0.003013199209817685,0.003194227574567776,0.003375255939317867,0.003556284304067958,0.003737312668818049,0.00391834103356814,0.004099369398318231,0.004280397763068322,0.004461426127818413,0.004642454492568504,0.004823482857318595,0.005004511222068686,0.005185539586818777,0.005366567951568868,0.005547596316318959,0.00572862468106905,0.005909653045819141,0.006090681410569232,0.006271709775319323,0.006452738140069414,0.006633766504819505,0.006814794869569596,0.006995823234319687]}"
