"Step","Conv-Residual-56Layers - gradients/layer3.0.conv1.weight"
"609","{""values"":[1,1,0,0,1,1,2,4,1,5,9,8,12,16,23,20,35,47,65,103,107,167,217,310,391,567,678,935,1126,1327,1451,1576,1575,1543,1290,1086,887,712,542,413,298,228,190,121,73,72,52,36,30,25,11,10,4,5,6,5,6,1,1,0,1,2,0,1],""_type"":""histogram"",""bins"":[-0.007906497456133366,-0.007659497976419516,-0.007412498496705666,-0.0071654990169918165,-0.006918499537277967,-0.006671500057564117,-0.006424500577850267,-0.006177501098136418,-0.005930501618422568,-0.005683502138708718,-0.005436502658994868,-0.005189503179281019,-0.004942503699567169,-0.004695504219853319,-0.0044485047401394695,-0.00420150526042562,-0.00395450578071177,-0.0037075063009979203,-0.0034605068212840706,-0.003213507341570221,-0.002966507861856371,-0.0027195083821425214,-0.0024725089024286717,-0.002225509422714822,-0.0019785099430009723,-0.0017315104632871225,-0.0014845109835732728,-0.001237511503859423,-0.0009905120241455734,-0.0007435125444317237,-0.0004965130647178739,-0.0002495135850040242,-0.0000025141052901744843,0.00024448537442367524,0.000491484854137525,0.0007384843338513747,0.0009854838135652244,0.0012324832932790741,0.0014794827729929239,0.0017264822527067736,0.0019734817324206233,0.002220481212134473,0.0024674806918483227,0.0027144801715621725,0.002961479651276022,0.003208479130989872,0.0034554786107037216,0.0037024780904175714,0.003949477570131421,0.004196477049845271,0.0044434765295591205,0.00469047600927297,0.00493747548898682,0.00518447496870067,0.005431474448414519,0.005678473928128369,0.005925473407842219,0.006172472887556069,0.006419472367269918,0.006666471846983768,0.006913471326697618,0.0071604708064114675,0.007407470286125317,0.007654469765839167,0.007901469245553017]}"
"618","{""values"":[1,1,0,2,3,5,3,1,6,1,6,6,8,16,14,16,20,40,47,68,88,124,188,243,346,428,664,859,1089,1410,1658,1898,1864,1558,1376,1066,793,620,470,374,278,202,137,113,84,48,45,34,34,14,19,10,8,6,4,4,4,4,0,1,0,1,1,1],""_type"":""histogram"",""bins"":[-0.007113383151590824,-0.006890101278258953,-0.006666819404927082,-0.0064435375315952115,-0.006220255658263341,-0.00599697378493147,-0.005773691911599599,-0.005550410038267728,-0.005327128164935857,-0.005103846291603986,-0.004880564418272115,-0.004657282544940244,-0.0044340006716083735,-0.004210718798276503,-0.003987436924944632,-0.003764155051612761,-0.00354087317828089,-0.003317591304949019,-0.0030943094316171482,-0.0028710275582852773,-0.0026477456849534065,-0.0024244638116215356,-0.0022011819382896647,-0.001977900064957794,-0.001754618191625923,-0.001531336318294052,-0.0013080544449621812,-0.0010847725716303103,-0.0008614906982984394,-0.0006382088249665685,-0.0004149269516346976,-0.00019164507830282673,0.00003163679502904415,0.00025491866836091504,0.0004782005416927859,0.0007014824150246568,0.0009247642883565277,0.0011480461616883986,0.0013713280350202695,0.0015946099083521403,0.0018178917816840112,0.002041173655015882,0.002264455528347753,0.002487737401679624,0.0027110192750114948,0.0029343011483433656,0.0031575830216752365,0.0033808648950071074,0.0036041467683389783,0.003827428641670849,0.00405071051500272,0.004273992388334591,0.004497274261666462,0.004720556134998333,0.004943838008330204,0.0051671198816620745,0.005390401754993945,0.005613683628325816,0.005836965501657687,0.006060247374989558,0.006283529248321429,0.0065068111216533,0.006730092994985171,0.0069533748683170415,0.007176656741648912]}"
"628","{""values"":[2,0,0,2,0,2,0,0,0,2,6,2,1,6,7,10,9,19,17,29,51,67,98,108,147,191,282,411,533,696,915,1101,1424,1532,1707,1610,1581,1315,1049,878,641,489,388,278,222,161,116,95,64,36,43,24,25,16,6,10,1,3,1,1,0,0,0,2],""_type"":""histogram"",""bins"":[-0.006008367985486984,-0.005837134325702209,-0.005665900665917434,-0.005494667006132659,-0.005323433346347883,-0.005152199686563108,-0.004980966026778333,-0.004809732366993558,-0.0046384987072087824,-0.004467265047424007,-0.004296031387639232,-0.004124797727854457,-0.0039535640680696815,-0.0037823304082849063,-0.003611096748500131,-0.003439863088715356,-0.0032686294289305806,-0.0030973957691458054,-0.00292616210936103,-0.002754928449576255,-0.0025836947897914797,-0.0024124611300067045,-0.0022412274702219293,-0.002069993810437154,-0.0018987601506523788,-0.0017275264908676036,-0.0015562928310828283,-0.0013850591712980531,-0.0012138255115132779,-0.0010425918517285027,-0.0008713581919437274,-0.0007001245321589522,-0.000528890872374177,-0.00035765721258940175,-0.00018642355280462652,-0.000015189893019851297,0.00015604376676492393,0.00032727742654969916,0.0004985110863344744,0.0006697447461192496,0.0008409784059040248,0.0010122120656888,0.0011834457254735753,0.0013546793852583505,0.0015259130450431257,0.001697146704827901,0.0018683803646126762,0.0020396140243974514,0.0022108476841822267,0.002382081343967002,0.002553315003751777,0.0027245486635365523,0.0028957823233213276,0.003067015983106103,0.003238249642890878,0.0034094833026756532,0.0035807169624604285,0.0037519506222452037,0.003923184282029979,0.004094417941814754,0.004265651601599529,0.004436885261384305,0.00460811892116908,0.004779352580953855,0.00495058624073863]}"
"638","{""values"":[1,1,0,0,0,0,3,0,4,7,4,3,13,7,15,11,27,37,53,50,91,137,192,241,311,421,558,705,904,1150,1344,1506,1565,1585,1475,1342,1034,868,689,542,393,297,226,184,123,85,69,51,26,24,15,11,5,9,6,5,2,3,0,0,0,0,1,1],""_type"":""histogram"",""bins"":[-0.008481381461024284,-0.008224021890782751,-0.007966662320541218,-0.007709302750299685,-0.0074519431800581515,-0.007194583609816618,-0.006937224039575085,-0.006679864469333552,-0.006422504899092019,-0.006165145328850485,-0.005907785758608952,-0.005650426188367419,-0.005393066618125886,-0.0051357070478843525,-0.004878347477642819,-0.004620987907401286,-0.004363628337159753,-0.00410626876691822,-0.0038489091966766864,-0.003591549626435153,-0.00333419005619362,-0.0030768304859520867,-0.0028194709157105535,-0.0025621113454690203,-0.002304751775227487,-0.002047392204985954,-0.0017900326347444206,-0.0015326730645028874,-0.0012753134942613542,-0.001017953924019821,-0.0007605943537782878,-0.0005032347835367545,-0.00024587521329522133,0.000011484356946311891,0.0002688439271878451,0.0005262034974293783,0.0007835630676709116,0.0010409226379124448,0.001298282208153978,0.0015556417783955112,0.0018130013486370444,0.0020703609188785776,0.002327720489120111,0.002585080059361644,0.0028424396296031773,0.0030997991998447105,0.0033571587700862437,0.003614518340327777,0.00387187791056931,0.004129237480810843,0.004386597051052377,0.00464395662129391,0.004901316191535443,0.005158675761776976,0.0054160353320185095,0.005673394902260043,0.005930754472501576,0.006188114042743109,0.006445473612984642,0.006702833183226176,0.006960192753467709,0.007217552323709242,0.007474911893950775,0.0077322714641923085,0.007989631034433842]}"
"647","{""values"":[1,0,0,1,1,1,3,3,5,8,13,15,14,28,32,31,52,72,91,99,166,253,301,384,536,622,805,979,1121,1226,1473,1517,1423,1302,1140,1045,798,635,515,434,323,233,219,144,89,73,56,33,29,25,21,10,11,4,6,6,0,1,1,1,0,1,0,1],""_type"":""histogram"",""bins"":[-0.007620532065629959,-0.00737870778539218,-0.007136883505154401,-0.006895059224916622,-0.006653234944678843,-0.006411410664441064,-0.006169586384203285,-0.005927762103965506,-0.005685937823727727,-0.005444113543489948,-0.005202289263252169,-0.00496046498301439,-0.004718640702776611,-0.004476816422538832,-0.004234992142301053,-0.003993167862063274,-0.0037513435818254948,-0.0035095193015877157,-0.0032676950213499367,-0.0030258707411121577,-0.0027840464608743787,-0.0025422221806365997,-0.0023003979003988206,-0.0020585736201610416,-0.0018167493399232626,-0.0015749250596854836,-0.0013331007794477046,-0.0010912764992099255,-0.0008494522189721465,-0.0006076279387343675,-0.00036580365849658847,-0.00012397937825880945,0.00011784490197896957,0.0003596691822167486,0.0006014934624545276,0.0008433177426923066,0.0010851420229300857,0.0013269663031678647,0.0015687905834056437,0.0018106148636434227,0.0020524391438812017,0.0022942634241189808,0.00253608770435676,0.002777911984594539,0.003019736264832318,0.003261560545070097,0.003503384825307876,0.003745209105545655,0.003987033385783434,0.004228857666021213,0.004470681946258992,0.004712506226496771,0.00495433050673455,0.005196154786972329,0.005437979067210108,0.005679803347447887,0.005921627627685666,0.006163451907923445,0.006405276188161224,0.006647100468399003,0.006888924748636782,0.007130749028874561,0.00737257330911234,0.007614397589350119,0.007856221869587898]}"
"656","{""_type"":""histogram"",""values"":[1,0,0,0,1,0,0,0,2,1,1,3,4,4,5,8,15,14,20,23,40,46,68,97,124,162,219,286,420,506,674,868,1004,1148,1514,1622,1587,1549,1364,1117,933,720,523,445,327,255,172,147,80,79,59,49,31,17,20,18,11,13,5,4,4,2,0,1],""bins"":[-0.009699225425720215,-0.009434676896489691,-0.009170128367259167,-0.008905579838028643,-0.00864103130879812,-0.008376482779567596,-0.008111934250337072,-0.007847385721106548,-0.007582837191876024,-0.0073182886626455,-0.007053740133414976,-0.0067891916041844524,-0.006524643074953929,-0.006260094545723405,-0.005995546016492881,-0.005730997487262357,-0.005466448958031833,-0.005201900428801309,-0.0049373518995707855,-0.004672803370340262,-0.004408254841109738,-0.004143706311879214,-0.00387915778264869,-0.003614609253418166,-0.0033500607241876423,-0.0030855121949571185,-0.0028209636657265946,-0.0025564151364960708,-0.002291866607265547,-0.002027318078035023,-0.0017627695488044992,-0.0014982210195739754,-0.0012336724903434515,-0.0009691239611129276,-0.0007045754318824038,-0.00044002690265187994,-0.00017547837342135608,0.00008907015580916777,0.0003536186850396916,0.0006181672142702155,0.0008827157435007393,0.0011472642727312632,0.001411812801961787,0.001676361331192311,0.0019409098604228348,0.0022054583896533586,0.0024700069188838825,0.0027345554481144063,0.00299910397734493,0.003263652506575454,0.003528201035805978,0.0037927495650365017,0.004057298094267026,0.0043218466234975494,0.004586395152728073,0.004850943681958597,0.005115492211189121,0.005380040740419645,0.005644589269650169,0.005909137798880693,0.006173686328111216,0.00643823485734174,0.006702783386572264,0.006967331915802788,0.007231880445033312]}"
"666","{""values"":[2,1,3,3,1,10,6,6,13,17,25,37,43,58,86,101,157,202,259,301,413,541,633,842,1055,1236,1406,1431,1448,1392,1326,1079,941,708,591,432,359,274,239,182,144,109,74,57,44,46,23,19,12,12,6,4,5,3,2,3,3,1,1,1,0,1,2,1],""_type"":""histogram"",""bins"":[-0.006930654402822256,-0.006683956358756404,-0.006437258314690553,-0.006190560270624701,-0.005943862226558849,-0.0056971641824929975,-0.005450466138427146,-0.005203768094361294,-0.004957070050295442,-0.004710372006229591,-0.004463673962163739,-0.004216975918097887,-0.0039702778740320355,-0.0037235798299661838,-0.003476881785900332,-0.0032301837418344803,-0.0029834856977686286,-0.002736787653702777,-0.002490089609636925,-0.0022433915655710734,-0.0019966935215052217,-0.00174999547743937,-0.0015032974333735183,-0.0012565993893076666,-0.0010099013452418149,-0.0007632033011759631,-0.0005165052571101114,-0.0002698072130442597,-0.00002310916897840798,0.00022358887508744374,0.00047028691915329546,0.0007169849632191472,0.0009636830072849989,0.0012103810513508506,0.0014570790954167023,0.001703777139482554,0.0019504751835484058,0.0021971732276142575,0.002443871271680109,0.002690569315745961,0.0029372673598118126,0.0031839654038776644,0.003430663447943516,0.003677361492009368,0.0039240595360752195,0.004170757580141071,0.004417455624206923,0.004664153668272775,0.004910851712338626,0.005157549756404478,0.00540424780047033,0.0056509458445361815,0.005897643888602033,0.006144341932667885,0.006391039976733737,0.006637738020799588,0.00688443606486544,0.007131134108931292,0.007377832152997144,0.007624530197062995,0.007871228241128847,0.008117926285194699,0.00836462432926055,0.008611322373326402,0.008858020417392254]}"
"675","{""values"":[2,5,2,13,13,10,16,31,43,63,70,87,129,213,250,362,456,592,768,988,1150,1354,1443,1637,1508,1385,1235,979,845,655,492,394,294,212,180,136,115,70,63,40,29,21,20,14,11,6,5,5,8,4,0,0,1,3,2,0,1,0,0,0,1,0,0,1],""_type"":""histogram"",""bins"":[-0.006471612490713596,-0.00619968019600492,-0.005927747901296243,-0.0056558156065875664,-0.00538388331187889,-0.005111951017170213,-0.0048400187224615365,-0.00456808642775286,-0.004296154133044183,-0.004024221838335507,-0.00375228954362683,-0.0034803572489181533,-0.0032084249542094767,-0.0029364926595008,-0.0026645603647921234,-0.002392628070083447,-0.00212069577537477,-0.0018487634806660935,-0.001576831185957417,-0.0013048988912487403,-0.0010329665965400636,-0.000761034301831387,-0.0004891020071227103,-0.0002171697124140337,0.000054762582294642925,0.00032669487700331956,0.0005986271717119962,0.0008705594664206728,0.0011424917611293495,0.001414424055838026,0.0016863563505467027,0.0019582886452553794,0.002230220939964056,0.0025021532346727327,0.0027740855293814093,0.003046017824090086,0.0033179501187987626,0.003589882413507439,0.003861814708216116,0.0041337470029247925,0.004405679297633469,0.004677611592342146,0.004949543887050822,0.005221476181759499,0.005493408476468176,0.005765340771176852,0.006037273065885529,0.0063092053605942056,0.006581137655302882,0.006853069950011559,0.0071250022447202355,0.007396934539428912,0.007668866834137589,0.007940799128846265,0.008212731423554942,0.008484663718263619,0.008756596012972295,0.009028528307680972,0.009300460602389649,0.009572392897098325,0.009844325191807002,0.010116257486515678,0.010388189781224355,0.010660122075933032,0.010932054370641708]}"
"684","{""_type"":""histogram"",""values"":[2,1,1,0,3,1,1,0,5,8,8,8,14,16,14,48,42,71,78,128,152,198,246,313,430,512,706,956,1129,1363,1525,1610,1532,1468,1240,1003,872,667,517,416,303,235,166,121,86,56,55,36,19,10,11,6,7,3,6,1,1,2,3,0,0,0,0,1],""bins"":[-0.008393166586756706,-0.008129811365506612,-0.007866456144256517,-0.007603100923006423,-0.007339745701756328,-0.007076390480506234,-0.006813035259256139,-0.006549680038006045,-0.0062863248167559505,-0.006022969595505856,-0.0057596143742557615,-0.005496259153005667,-0.0052329039317555726,-0.004969548710505478,-0.004706193489255384,-0.004442838268005289,-0.004179483046755195,-0.0039161278255051,-0.0036527726042550057,-0.0033894173830049112,-0.0031260621617548168,-0.0028627069405047223,-0.002599351719254628,-0.0023359964980045334,-0.002072641276754439,-0.0018092860555043444,-0.00154593083425425,-0.0012825756130041555,-0.001019220391754061,-0.0007558651705039665,-0.000492509949253872,-0.00022915472800377756,0.00003420049324631691,0.0002975557144964114,0.0005609109357465059,0.0008242661569966003,0.0010876213782466948,0.0013509765994967893,0.0016143318207468837,0.0018776870419969782,0.0021410422632470727,0.002404397484497167,0.0026677527057472616,0.002931107926997356,0.0031944631482474506,0.003457818369497545,0.0037211735907476395,0.003984528811997734,0.0042478840332478285,0.004511239254497923,0.004774594475748017,0.005037949696998112,0.005301304918248206,0.005564660139498301,0.005828015360748395,0.00609137058199849,0.006354725803248584,0.006618081024498679,0.006881436245748773,0.007144791466998868,0.007408146688248962,0.007671501909499057,0.007934857130749151,0.008198212351999246,0.00846156757324934]}"
"694","{""values"":[2,1,2,2,4,3,6,4,9,12,11,9,20,28,52,41,77,93,115,142,189,241,284,351,473,567,693,832,1006,1141,1211,1288,1303,1198,1114,1051,864,772,620,541,425,363,276,237,183,129,86,67,57,58,38,33,41,16,11,9,12,4,5,6,1,0,1,2],""_type"":""histogram"",""bins"":[-0.005596020258963108,-0.0054219464436755516,-0.005247872628387995,-0.0050737988131004386,-0.004899724997812882,-0.004725651182525326,-0.004551577367237769,-0.004377503551950213,-0.004203429736662656,-0.0040293559213751,-0.003855282106087543,-0.0036812082907999866,-0.00350713447551243,-0.0033330606602248736,-0.003158986844937317,-0.0029849130296497606,-0.002810839214362204,-0.0026367653990746476,-0.002462691583787091,-0.0022886177684995346,-0.002114543953211978,-0.0019404701379244216,-0.001766396322636865,-0.0015923225073493086,-0.001418248692061752,-0.0012441748767741956,-0.001070101061486639,-0.0008960272461990826,-0.0007219534309115261,-0.0005478796156239696,-0.0003738058003364131,-0.00019973198504885659,-0.000025658169761300087,0.0001484156455262564,0.0003224894608138129,0.0004965632761013694,0.0006706370913889259,0.0008447109066764824,0.001018784721964039,0.0011928585372515954,0.001366932352539152,0.0015410061678267084,0.001715079983114265,0.0018891537984018214,0.002063227613689378,0.0022373014289769344,0.002411375244264491,0.0025854490595520474,0.002759522874839604,0.0029335966901271604,0.003107670505414717,0.0032817443207022734,0.00345581813598983,0.0036298919512773864,0.003803965766564943,0.003978039581852499,0.004152113397140056,0.004326187212427612,0.004500261027715169,0.004674334843002725,0.004848408658290282,0.005022482473577838,0.005196556288865395,0.005370630104152951,0.005544703919440508]}"
